id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,members,new_icon_emoji_id,from,from_id,file,file_name,file_size,thumbnail,thumbnail_file_size,media_type,sticker_emoji,mime_type,width,height,reply_to_message_id,edited,edited_unixtime,reactions,photo,photo_file_size,forwarded_from,forwarded_from_id,duration_seconds
1360,message,2024-11-23T15:18:59,1732342739,,,,,요새 베트남 불건마 단속 뜨나요?,"[{""type"": ""plain"", ""text"": ""요새 베트남 불건마 단속 뜨나요?""}]",,,William,user6775860228,,,,,,,,,,,,,,,,,,,
1361,message,2024-11-23T15:27:48,1732343268,,,,,아니요,"[{""type"": ""plain"", ""text"": ""아니요""}]",,,Bruce Don Gral Lee,user563124383,,,,,,,,,,,,2024-11-23T15:28:19,1732343299,"[{""type"": ""emoji"", ""count"": 1, ""emoji"": ""❤"", ""recent"": [{""from"": ""William"", ""from_id"": ""user6775860228"", ""date"": ""2024-11-23T15:28:19""}]}]",,,,,
1362,message,2024-11-23T15:28:35,1732343315,,,,,벳남 공안들이 그리 열심히 일들을 안해서,"[{""type"": ""plain"", ""text"": ""벳남 공안들이 그리 열심히 일들을 안해서""}]",,,Bruce Don Gral Lee,user563124383,,,,,,,,,,,,,,,,,,,
1363,message,2024-11-23T15:28:35,1732343315,,,,,네 알려주셔서 감사합니다,"[{""type"": ""plain"", ""text"": ""네 알려주셔서 감사합니다""}]",,,William,user6775860228,,,,,,,,,,,,2024-11-23T18:41:48,1732354908,,,,,,
1364,message,2024-11-23T15:28:53,1732343333,,,,,호치민 단속 얘기가 있던데,"[{""type"": ""plain"", ""text"": ""호치민 단속 얘기가 있던데""}]",,,William,user6775860228,,,,,,,,,,,,,,,,,,,
1365,message,2024-11-23T15:28:58,1732343338,,,,,다른 지역은 어떤가해서요,"[{""type"": ""plain"", ""text"": ""다른 지역은 어떤가해서요""}]",,,William,user6775860228,,,,,,,,,,,,,,,,,,,
1366,message,2024-11-23T15:29:03,1732343343,,,,,궁금했습니다,"[{""type"": ""plain"", ""text"": ""궁금했습니다""}]",,,William,user6775860228,,,,,,,,,,,,,,,,,,,
1367,message,2024-11-23T15:29:37,1732343377,,,,,호치민은 불법 에어비앤비랑 가라 단속을 좀 하는거 같고,"[{""type"": ""plain"", ""text"": ""호치민은 불법 에어비앤비랑 가라 단속을 좀 하는거 같고""}]",,,Bruce Don Gral Lee,user563124383,,,,,,,,,,,,,,,,,,,
1368,message,2024-11-23T15:29:58,1732343398,,,,,하노이는 맨날 치고 빼고하는 수준,"[{""type"": ""plain"", ""text"": ""하노이는 맨날 치고 빼고하는 수준""}]",,,Bruce Don Gral Lee,user563124383,,,,,,,,,,,,,,,,,,,
1369,message,2024-11-23T15:30:21,1732343421,,,,,다낭이나 나트랑은요?,"[{""type"": ""plain"", ""text"": ""다낭이나 나트랑은요?""}]",,,William,user6775860228,,,,,,,,,,,,,,,,,,,
1370,message,2024-11-23T15:35:30,1732343730,,,,,큰 이슈없습니다,"[{""type"": ""plain"", ""text"": ""큰 이슈없습니다""}]",,,베트남 이장,user8177527023,,,,,,,,,,,1369,,,,,,,,
1371,service,2024-11-23T15:38:22,1732343902,,user7342115042,invite_members,,,[],[null],,,,,,,,,,,,,,,,,,,,,,
